PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000504,Idleb,Harim,Kafr Loseen,Nahn Omaa,"36.2451004,36.72734305",IS,208,197,151,128,684,0.22,0.45,1,0.25,1,1,3. Partially covered,3. Partially covered,1.Fully covered,3. Partially covered,1.Fully covered,1.Fully covered
CP000503,Idleb,Harim,Kafr Loseen,Saed 1 (Kafr Lusin) ,"36.23543869,36.71826519",IS,1583,1335,1048,970,4936,0.18,0,1,0.92,1,0.95,3. Partially covered,Not covered - N/A,1.Fully covered,2.Mostly covered,1.Fully covered,2.Mostly covered
CP000566,Idleb,Harim,Dana,Badr Alhus,"36.23635226,36.73036844",IS,117,114,114,127,472,1,0.5,0,0,0,0,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000575,Idleb,Harim,Dana,Aljihad,"36.22859135,36.72364181",IS,1865,1694,1345,1135,6039,0.45,0.45,1,0,1,0.9,3. Partially covered,3. Partially covered,1.Fully covered,Not covered - N/A,1.Fully covered,2.Mostly covered
CP000103,Idleb,Harim,Karama,Ahel Al Sham,"36.292227,36.695657",IS,232,263,204,184,883,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000104,Idleb,Harim,Karama,Ahel Halep,"36.296196,36.699726",IS,190,223,125,129,667,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000106,Idleb,Harim,Karama,Al Ahrar,"36.292398,36.697432",IS,312,304,267,232,1115,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000269,Idleb,Harim,Karama,Al Amal Bil Awdah,"36.292533,36.703452",IS,203,232,156,130,721,0.9,1,0,0,0,0,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000107,Idleb,Harim,Karama,Al Aqsa,"36.294899,36.701951",IS,291,240,208,176,915,0.9,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000108,Idleb,Harim,Karama,Al Asil,"36.291481,36.696943",IS,259,249,210,206,924,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000109,Idleb,Harim,Karama,Al Ataa,"36.292225,36.699633",IS,342,401,254,255,1252,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000379,Idleb,Harim,Karama,Al Ayade Al Baydaa,"36.296602,36.6997",IS,101,138,119,113,471,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000270,Idleb,Harim,Karama,Al Eman Billah,"36.294189,36.703259",IS,240,269,222,176,907,1,1,0,0,0,0,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000110,Idleb,Harim,Karama,Al Fadel (Karama),"36.294697,36.698204",IS,133,117,159,159,568,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000111,Idleb,Harim,Karama,Al Faraj,"36.294924,36.700434",IS,316,287,229,192,1024,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000255,Idleb,Harim,Karama,Al Ghab Al Mankoub,"36.292021,36.703479",IS,222,232,204,187,845,0.89,1,0,0,0,0,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000380,Idleb,Harim,Karama,Al Haneen,"36.292732,36.695491",IS,178,196,146,127,647,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000114,Idleb,Harim,Karama,Al Haq,"36.294881,36.702545",IS,98,127,137,122,484,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000482,Idleb,Harim,Karama,Al Hidaya Al Namouthajia,"36.2957716666667,36.70953",IS,256,247,211,219,933,0.9,0.9,1,1,1,1,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000115,Idleb,Harim,Karama,Al Hijaz,"36.291654,36.70132",IS,120,160,100,80,460,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000116,Idleb,Harim,Karama,Al Ikhaa,"36.292251,36.700043",IS,588,510,462,372,1932,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000117,Idleb,Harim,Karama,Al Ikhlas,"36.292187,36.695133",IS,184,203,184,172,743,0.9,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000381,Idleb,Harim,Karama,Al Jabal (Karama),"36.291006,36.702536",IS,195,153,144,143,635,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000118,Idleb,Harim,Karama,Al Karama,"36.293252,36.700929",IS,1112,1020,774,619,3525,0.75,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000382,Idleb,Harim,Karama,Al Karim Al Awsat,"36.290741,36.700802",IS,196,213,236,216,861,0.9,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000120,Idleb,Harim,Karama,Al Mahabbah,"36.290635,36.698284",IS,228,340,186,161,915,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000121,Idleb,Harim,Karama,Al Manara,"36.294705,36.697951",IS,199,240,207,210,856,0.96,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000122,Idleb,Harim,Karama,Al Mustakbal,"36.295789,36.698669",IS,236,304,213,203,956,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000271,Idleb,Harim,Karama,Al Nahda Al Eslamia,"36.294128,36.703018",IS,220,245,179,172,816,0.91,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000130,Idleb,Harim,Karama,"Al Resalah (extension of Doaa, Doaa & Saleh)","36.294701,36.698959",IS,161,130,99,82,472,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000124,Idleb,Harim,Karama,Al Safa wa Al Marwa,"36.29211,36.698244",IS,334,384,257,261,1236,0.75,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000125,Idleb,Harim,Karama,Al Shuhada,"36.294703,36.698522",IS,142,149,153,103,547,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000483,Idleb,Harim,Karama,Al Zahra,"36.2944833,36.6962472",IS,119,173,150,109,551,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000502,Idleb,Harim,Karama,Algena,"36.30456537,36.65951366",IS,195,170,186,167,718,0.35,1,1,1,1,1,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000127,Idleb,Harim,Karama,Atfal Alghad,"36.2925783333333,36.6965933333333",IS,223,231,131,135,720,0.93,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000129,Idleb,Harim,Karama,Doaa,"36.2933583333333,36.69856",IS,438,365,350,321,1474,0.99,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000131,Idleb,Harim,Karama,Doaat Al Kwait (Al Khayrat),"36.2945083333333,36.6974016666667",IS,275,257,222,177,931,0.95,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000133,Idleb,Harim,Karama,Harameen,"36.291285,36.6976233333",IS,286,279,232,215,1012,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000420,Idleb,Harim,Karama,Khan Sheikhon Al Kemawi,"36.28987,36.6977866666667",IS,302,358,409,278,1347,0.95,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000383,Idleb,Harim,Karama,Moatakalen Sahl Al Gab,"36.3097705710001,36.689845776",IS,511,560,343,287,1701,0.89,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000272,Idleb,Harim,Karama,Nasret Al Mazloum,"36.2957383333333,36.6938266666667",IS,347,397,272,288,1304,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000135,Idleb,Harim,Karama,Nour Al Mustafa,"36.293435,36.6974566666667",IS,189,166,248,241,844,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000136,Idleb,Harim,Karama,Nour Al Mustakbal,"36.2960283333333,36.6992166666667",IS,240,275,203,171,889,0.9,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000137,Idleb,Harim,Karama,Nour Al Sham,"36.2952733333333,36.6976983333333",IS,144,178,111,113,546,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000384,Idleb,Harim,Karama,Nour Hama,"36.2934933333333,36.704365",IS,67,50,43,47,207,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000139,Idleb,Harim,Karama,Rajaa,"36.2952183333333,36.6945316666667",IS,348,366,215,200,1129,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000140,Idleb,Harim,Karama,Rawdah,"36.2941183333333,36.696445",IS,209,231,127,126,693,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000142,Idleb,Harim,Karama,Salah Eldin (including Al Islah),"36.2955216666667,36.696555",IS,895,909,447,366,2617,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000282,Idleb,Harim,Karama,Sarkhat Tifl,"36.2920533333333,36.7016883333333",IS,218,250,158,139,765,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000143,Idleb,Harim,Karama,Sedik (Extension of Al Aqsa),"36.2942533333333,36.6992466666667",IS,64,76,60,57,257,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000144,Idleb,Harim,Karama,Shaheid Saleh,"36.2948633333333,36.69592",IS,428,440,261,201,1330,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000145,Idleb,Harim,Karama,Shams Al Hurriya,"36.32415253,36.66376651",IS,372,377,352,322,1423,0.91,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000385,Idleb,Harim,Karama,Shuhada Sahl Al Gab,"36.291465,36.704425",IS,404,357,418,363,1542,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000148,Idleb,Harim,Karama,Tabarak Al Rahman,"36.2934416666667,36.7028",IS,348,404,218,194,1164,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000149,Idleb,Harim,Karama,Taibah,"36.295525,36.7010283333333",IS,361,397,256,245,1259,0.8,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000151,Idleb,Harim,Karama,Watasimu (including Tadamun and Sahl Al Ghab),"36.2937216666667,36.7022916666667",IS,953,1094,789,730,3566,0.9,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000152,Idleb,Harim,Karama,Yasmeen Al Sham,"36.2945366666667,36.693935",IS,597,549,380,398,1924,0.8,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000153,Idleb,Harim,Karama,Zahrat Al Madaen,"36.2963033333333,36.6994316666667",IS,288,424,224,202,1138,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000369,Idleb,Harim,Karama,Act and Impact (Athar),"36.295646,36.705051",PC,222,226,240,255,943,0.9,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000467,Idleb,Harim,Karama,Al Ber Wa Al Taqwaa (Qah),"36.29454,36.699855",IS,144,174,57,9,384,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000112,Idleb,Harim,Karama,Al Faroq (Qah),"36.294694,36.699452",IS,244,302,187,154,887,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000301,Idleb,Harim,Liyajlikum,Ain Jaloot,"36.2904833333333,36.710935",IS,355,348,242,236,1181,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000154,Idleb,Harim,Liyajlikum,Al Aasy,"36.288945,36.7106033333333",IS,277,279,237,210,1003,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000166,Idleb,Harim,Liyajlikum,Al Bayan (Qah),"36.2914583333333,36.7108833333333",IS,254,220,199,29,702,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000302,Idleb,Harim,Liyajlikum,Al Fateh Al Araby,"36.289785,36.7101916666667",IS,405,394,308,307,1414,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000256,Idleb,Harim,Liyajlikum,Al Hurriya wa Adalah,"36.2857066666667,36.7110733333333",IS,360,354,333,286,1333,1,1,0,0,0,0,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000303,Idleb,Harim,Liyajlikum,Al Ikhlas wa Al Taqua,"36.2853616666667,36.710175",IS,347,351,386,353,1437,0.6,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000155,Idleb,Harim,Liyajlikum,Al Nawaeer,"36.2875583333333,36.712975",IS,530,524,452,431,1937,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000487,Idleb,Harim,Liyajlikum,Al Qalaa,"36.2812844,36.7228928",IS,30,39,17,15,101,0,1,1,1,1,1,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000485,Idleb,Harim,Liyajlikum,Al Sharqia,"36.2905333333333,36.713225",IS,341,393,243,211,1188,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000268,Idleb,Harim,Liyajlikum,Al Shrouk,"36.286515,36.7107783333333",IS,136,166,129,104,535,0.8,1,0,0,0,0,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000304,Idleb,Harim,Liyajlikum,Baraem Al Thawra,"36.28855,36.7147433333333",IS,359,389,342,307,1397,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000156,Idleb,Harim,Liyajlikum,Children of Freedom Martyrs,"36.2868033333333,36.7120416666667",IS,112,113,100,91,416,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000305,Idleb,Harim,Liyajlikum,Farajak Yarab,"36.2887383333333,36.7157183333333",IS,586,558,387,413,1944,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000157,Idleb,Harim,Liyajlikum,Fardoose,"36.2896166666667,36.7126933333333",IS,221,228,196,209,854,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000306,Idleb,Harim,Liyajlikum,Fateh Aleslam,"36.287855,36.7135866666667",IS,159,148,151,151,609,0.95,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000158,Idleb,Harim,Liyajlikum,Korayish (Al Khair,"36.290615,36.7113616666667",IS,220,237,186,149,792,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000159,Idleb,Harim,Liyajlikum,Lan Narka`llla Lilah,"36.2882383333333,36.7109383333333",IS,259,298,238,217,1012,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000160,Idleb,Harim,Liyajlikum,Liyajlikum,"36.287634,36.712251",IS,268,239,231,178,916,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000161,Idleb,Harim,Liyajlikum,Qassioun,"36.2909016666667,36.711495",IS,114,135,125,112,486,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000162,Idleb,Harim,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.289405,36.7133833333333",IS,174,259,183,158,774,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000164,Idleb,Harim,Qah,Abu Bakker Al Sidiq,"35.9144194343529,36.1836661147281",IS,165,159,136,136,596,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000307,Idleb,Harim,Qah,Afamia,"36.2923766666667,36.71116",IS,180,212,226,210,828,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000308,Idleb,Harim,Qah,Ahbab Al Rasoul,"36.2930733333333,36.7063",IS,153,145,191,161,650,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000165,Idleb,Harim,Qah,Al Arbaeen,"36.2938366666667,36.705365",IS,132,141,103,94,470,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000167,Idleb,Harim,Qah,Al Imam,"36.2919066666667,36.7103183333333",IS,195,239,234,231,899,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000178,Idleb,Harim,Qah,Al Intisar,"36.2916833333333,36.70867",IS,128,144,144,132,548,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000169,Idleb,Harim,Qah,Al Motasem,"36.29448,36.7085883333333",IS,106,106,112,95,419,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000170,Idleb,Harim,Qah,Al Muhajreen,"36.2935816666667,36.7052666666667",IS,170,208,172,137,687,0.9,0.9,1,1,1,1,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000123,Idleb,Harim,Qah,Al Nour (Qah) ,"36.296533,36.705112",IS,308,370,219,109,1006,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000309,Idleb,Harim,Qah,Al Radwan,"36.2941816667,36.7045966667",IS,58,71,86,64,279,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000171,Idleb,Harim,Qah,Al Rahmah (Qah),"36.29299,36.7075066667",IS,212,215,179,161,767,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000421,Idleb,Harim,Qah,Al Rayan (Qah) ,"36.2927616667,36.7059916667",IS,330,302,280,287,1199,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000173,Idleb,Harim,Qah,Al Waleed ,"36.2930516667,36.7069",IS,218,245,251,217,931,0.9,0.9,1,1,1,1,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000310,Idleb,Harim,Qah,Alebaa,"35.907426595406,36.1873424259947",IS,268,271,251,210,1000,0.8,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000176,Idleb,Harim,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.2938116667,36.7075816667",PC,226,296,190,91,803,1,0.9,1,1,1,1,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000126,Idleb,Harim,Qah,Ataa 3 (Al Ansar),"36.2945783333333,36.7124366666667",PC,254,283,275,235,1047,1,0.9,1,1,1,1,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000312,Idleb,Harim,Qah,Ataa 4 (Al Reaya Al Islamiya),"36.2876716666667,36.711815",PC,343,355,286,282,1266,1,0.9,1,1,1,0,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000181,Idleb,Harim,Qah,Ataa 5 (Shabab Al Khayr),"36.2911183333333,36.7097833333333",PC,250,248,182,176,856,1,0,0.9,0.8,0.8,1,1.Fully covered,Not covered - N/A,2.Mostly covered,2.Mostly covered,2.Mostly covered,1.Fully covered
CP000313,Idleb,Harim,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.2933433333,36.6973933333",PC,305,318,231,238,1092,1,0,0.9,0.8,0.8,1,1.Fully covered,Not covered - N/A,2.Mostly covered,2.Mostly covered,2.Mostly covered,1.Fully covered
CP000175,Idleb,Harim,Qah,Bani Omiyet,"36.2942083333333,36.70876",IS,68,89,52,53,262,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000177,Idleb,Harim,Qah,Hibat Allah,"35.8763675781772,36.203455734471",IS,215,234,205,177,831,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000134,Idleb,Harim,Qah,Kura Mankouba,"36.2951416666667,36.7037733333333",IS,138,143,122,113,516,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000179,Idleb,Harim,Qah,Madenh Monarh (Hmamiat),"36.2917383333333,36.7095183333333",IS,163,208,162,133,666,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000311,Idleb,Harim,Qah,Nasret Al Rasoul,"36.2923733333333,36.71231",IS,217,222,229,222,890,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000138,Idleb,Harim,Qah,Qadisiya,"36.2962466666667,36.7108666666667",IS,404,391,333,338,1466,0.75,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000180,Idleb,Harim,Qah,Qah,"36.293056,36.727222",IS,887,820,681,703,3091,0.4,0.4,1,1,1,1,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000132,Idleb,Harim,Qah,Reef Hama Mankouba,"36.2968833333333,36.7015083333333",IS,205,217,173,172,767,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000141,Idleb,Harim,Qah,Sahl Al Ghab Alawal,"36.2925866666667,36.7073383333333",IS,120,123,114,104,461,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000422,Idleb,Harim,Qah,Shuhada Khan Sheikhon,"36.2938383333333,36.7119866666667",IS,205,259,433,411,1308,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000184,Idleb,Harim,Qah,Shuhadaa Abdeen,"36.2927083333333,36.7084666666667",IS,228,218,178,169,793,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000146,Idleb,Harim,Qah,Sons of Homs (Abna Homs),"36.2975733333333,36.70139",IS,201,180,158,152,691,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000186,Idleb,Harim,Salam,Al Forkan,"36.267586,36.721482",IS,860,802,544,611,2817,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000388,Idleb,Harim,Salam,Al Madiq 1,"36.302975367,36.719929742",IS,295,377,421,362,1455,0,1,0,0,0,0,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000389,Idleb,Harim,Salam,Al Madiq 2,"36.308975367,36.769929742",IS,456,423,371,312,1562,0,1,0,0,0,0,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000189,Idleb,Harim,Salam,Al Midan,"36.263449,36.728872",IS,406,411,327,318,1462,0,1,1,1,1,1,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
